label,preprocessed,EventTime,People,Organisation,Location
172,Chelsea legend Frank Lampard says Eden Hazard irreplaceable Real Madrid speculation mounts,78 days 19:32:29.518526000,"{Chelsea, Chelsea, Frank, Leinster, Blues, Tottenham, Lampard, Eriksen, Lampard, Christian, Frank}",set(),{Madrid}
173,Central Florida Democrats want know construction months schedule,78 days 19:32:03.518526000,set(),"{University, Western, University, Central, Mountains, Florida, College, East, Stadium, Canberra, Huron, Ibrox}",set()
174,Cebu Labella denies alleged harassment rival supporters,78 days 19:31:58.518526000,set(),"{Labella, Iloilo, Cebu}",set()
175,Vancouver expected headline long Canadian summer high gasoline prices,78 days 19:31:58.518526000,set(),set(),{Vancouver}
176,Brighton stars spotted town nights row hand Manchester City advantage Liverpool title race reports,78 days 19:31:39.518526000,set(),set(),"{Manchester, Brighton}"
177,Live Giro stage live updates,78 days 19:31:35.518526000,set(),set(),set()
178,Zion man dies head McHenry area crash,78 days 19:31:20.518526000,"{Zion, McHenry}","{Washington, Passes, State, Plano, Rental, Legislation, Frisco}",set()
179,Tottenham chairman Daniel Levy pens letter fans final day Premier League season,78 days 19:31:00.518526000,set(),set(),{Tottenham}
180,NPFL Lobi Stars Pip Rangers Remo Stars Hold MFM South West Derby,78 days 19:30:41.518526000,set(),"{Stars, Lobi, NPFL, Rangers, McCann, Neil}","{West, Derby, South}"
181,RTE refuses reveal spent news studio revamp programme related costs exempt release,78 days 19:30:23.518526000,set(),"{RTE, French, Carte, GTY}",{Somalia}
182,CID boss retreats comments location kidnapped girls,78 days 19:29:43.518526000,"{CID, Haveli, Dharampura}",set(),{Delhi}
183,Forest Green Rovers Tranmere agg Second leg draw good Micky Mellon set League playoff final clash Newport,78 days 19:29:36.518526000,set(),"{Vissel, Rovers, Forest, Green, Serginho}",{Yorkville}
184,Max Verstappen girlfriend Dilara Sanlik start going Red Bull driver dated,78 days 19:28:58.518526000,"{Max, Verstappen, Dilara}",set(),set()
185,Residents split use PMDs void decks footpaths,78 days 19:28:19.518526000,set(),set(),set()
186,woman breaks home pet dog wash dishes gets arrested,78 days 19:28:17.518526000,set(),set(),set()
187,stock trade hoped Read reassuring email Uber CEO sent employees following disastrous IPO,78 days 19:27:58.518526000,set(),"{River, GT, Capital, Trump, NASA, Cross}",set()
188,Damian Hinds European elections ultimate protest vote,78 days 19:27:46.518526000,"{Hinds, Damian, Farage}","{Orléans, Liberal, EU, MPP}",{Brexit}
189,Jörg Demus Austrian pianist celebrated sparkling performances Viennese classics Winterreise obituary,78 days 19:27:26.518526000,"{UST, Laure, Rondina, Winterreise, Demus, Jörg, Bernal}",set(),set()
190,Steep slide closes Spain day opening following injuries,78 days 19:27:13.518526000,set(),"{Disneyland, Flex}","{Spain, Spain}"
191,WILLIAMS Higher education America costly lesson,78 days 19:26:59.518526000,"{Millennials, Benjamin}","{Higher, America, WILLIAMS}",{Melbourne}
192,Best cartoons,78 days 19:26:59.518526000,set(),set(),set()
193,Conor McGregor phone smash charges sensationally dropped Brit victim refuses testify Miami,78 days 19:26:58.518526000,"{Buttigieg, Pete}","{Conor, McGregor, Trump}",{Miami}
194,Letters,78 days 19:26:58.518526000,set(),set(),set()
195,Doncic reacts Nowitzki subpar soccer penalty kick,78 days 19:26:58.518526000,"{Doncic, Nowitzki}","{Sons, CLUB, Norway, Hapoel}",set()
196,Manchester United kit deal sees Real Madrid offered stunning year ditch Adidas Nike,78 days 19:26:58.518526000,{Manchester},set(),{Jamaica}
197,Wife taxi driver killed paragliding accident urges couple come forward wedding voucher found cab day death,78 days 19:26:58.518526000,set(),set(),"{TripAdvisor, Africa}"
198,Sunday Mail national newspaper Scottish Greens,78 days 19:26:58.518526000,set(),set(),set()
199,Charlamagne tha God Gives Lauren London Greg Yuna Designed Nipsey Hussle Pendant,78 days 19:26:58.518526000,"{Thomas, Pendant, David, Nipsey, MPC, Eve, Ede, Cox, Gerhard, McCullough, Hussle, Elvis, Baftas, Jeremy, Kyle, Raf, Jodie, Jamie, Presley, Lauren, Greg, Steve, Simons, Pauline, Pendant, Comer, Elliott, Nipsey, Cal, Hussle, Yuna, Beer, Hanson, Melissa, Mason, David}",set(),{Australia}
200,Simon Armitage named UK new Poet Laureate,78 days 19:26:58.518526000,"{Armitage, Simon, Bachmann, Michele, Armitage, Simon}",set(),"{Kingdom, United}"
201,Celtic ace Odsonne Edouard left sweating Scottish Cup Final picking knock,78 days 19:26:51.518526000,"{Leicester, Edouard, Tarkowski, Lampard, Maguire, Frank}",set(),{Leeds}
202,met left left,78 days 19:26:49.518526000,set(),set(),set()
203,EastEnders Ben Mitchell new love interest explosive summer episodes confirms boss Jon Sen,78 days 19:26:47.518526000,"{Roger, Jon, Ben, Mitchell, Sen, Scruton}",set(),set()
204,Climate change real Rising sea levels endanger Jambi village,78 days 19:26:27.518526000,"{Arctic, Jambi, John, Oliver}",set(),set()
205,Intel new CEO CFO analysts worry technical chops lead company stormy waters ahead Intel needs strong technical leader,78 days 19:26:26.518526000,set(),"{CFO, Intel, Intel}","{Asia, Superson}"
206,Systemic failings lead surge suicide self harm Sussex jail years special measures,78 days 19:26:18.518526000,set(),set(),{Sussex}
207,Climb inside Oakland Airport massive new fire trucks,78 days 19:26:11.518526000,set(),set(),set()
208,Oldest surviving Porsche prototype set auctioned,78 days 19:25:25.518526000,"{Porsche, Steph, Papadakis}",set(),set()
209,Ruchazie finds new community spirit brick brick,78 days 19:24:35.518526000,set(),set(),"{Clara, Valley, Santa}"
210,Galaxy iPhone XR spec compared,78 days 19:24:20.518526000,set(),"{VR, XR, Pixel, RiftCat, XS}",set()
211,Thanks Mom Gift Water,78 days 19:23:41.518526000,set(),set(),set()
212,Highland town branded area teen thugs deliberately drive launch potatoes tourists,78 days 19:23:06.518526000,set(),set(),"{Antioch, East, County}"
213,Fire causes significant damage northwest home,78 days 19:23:05.518526000,set(),set(),set()
214,Future NBC Abby Bio Enemy Village Discussion Formal Cancellations,78 days 19:23:01.518526000,"{Abby, Bio}",set(),set()
215,Windsor Sarah Johnson returns state playoffs Wizards teams,78 days 19:22:46.518526000,"{Windsor, Sarah, Johnson, Wizards, Serena, Williams}",set(),set()
216,John Smith Labour dishonest Brexit,78 days 19:22:44.518526000,"{Winnie, Brexit, Smith, John, Ewing}",set(),set()
217,recipe developers shop pantry staples Trader Joe Market Street,78 days 19:21:58.518526000,set(),"{Impossible, Foods, Burger, Trader, versus, Meat}",set()
218,Letters Atmos Energy Eric Johnson Confederate memorials red light cameras drunk driving Medicare,78 days 19:21:58.518526000,"{Notting, Eric, Arthur, B, Julia, Eddie, Mel, Hill, Kwesi, Murphy, Johnson, Confederate, Roberts}","{Carter, Atmos, USC, Medicare, Energy}",set()
219,Curtain Calls Catch Smuin Ballet dazzling Dance Series Walnut Creek,78 days 19:21:57.518526000,set(),set(),"{Creek, Walnut}"
220,Tiger Woods comeback fever means USPGA lowly fourth Major time,78 days 19:21:57.518526000,"{Yaya, Messi}",set(),set()
221,Tina Malone joins Channel Celebs Farm revealing alleged identity James Bulger killer Jon Venables,78 days 19:21:31.518526000,"{Bulger, Gerald, James, Fraser, Tina, Bowen, Socmed, Venables, Malone, Jon, Wilkinson, Jonathan, Llewelyn, Laurence}",{House},set()
222,Leopards Sony share spoils Awendo,78 days 19:21:25.518526000,"{Sony, Leopards, Rudolph, Awendo}",set(),set()
223,Manchester United transfer news Jose Mourinho plots m Real Madrid star Gareth Bale season,78 days 19:21:13.518526000,"{Roberto, Mourinho, Chelsea, Matteo, Allardyce, di, Sam, Manchester, Bale, Gareth, Jose, United}","{Gedson, Manchester, Utd, Benfica, Spurs}","{Manchester, City, Manchester, Saskatchewan, United}"
224,Florida Keys ideal summer destination D FW,78 days 19:21:12.518526000,set(),"{Shopping, Centre, Queensway, Cheese}",{Florida}
225,years later French HistoPad offers new view D Day Ohio museum,78 days 19:20:58.518526000,set(),set(),"{Ohio, Osaka}"
226,suspected gangsters gunned hour nightclub shootout PHOTOS,78 days 19:20:58.518526000,set(),set(),"{Korea, South}"
227,killed wrong way crash Augusta,78 days 19:20:48.518526000,set(),set(),{Augusta}
228,Premier League LIVE latest action day Premier League Man City Liverpool battle,78 days 19:20:44.518526000,set(),set(),set()
229,Normcore earns title female Victoria Mile,78 days 19:20:39.518526000,{Anfield},"{Victoria, Liverpool, Normcore, Mile}",set()
230,SNP teases Scottish Labour councillors suspended teaming Tories,78 days 19:19:41.518526000,"{Joanna, Cherry}","{Acosta, PAO}",set()
231,Formula E Monaco talking points Jean Eric Vergne breaks streak championship lead,78 days 19:19:41.518526000,"{Jean, Vergne, Monaco, Eric}","{Aberdeen, Heckingbottom, Hibs}",set()
232,Avengers Endgame stays Detective Pikachu debuts million North American box office,78 days 19:19:31.518526000,"{Avengers, Pikachu, Endgame, million}",set(),set()
233,Game Thrones Cleganebowl finally happened best,78 days 19:19:26.518526000,"{Cunningham, Arya, King, Simpsons, Naomi, Scorpion, Lannister, Stark, Aaron, Betrays, Daenerys, Dany, Lannister, Targaryen, Liam, Elphinstone, Bloodmoon, Arya, Stark, Jaime, Starks, Clarke, Stark, Laura, Jamie, Lannister, Headey, Daenerys, Targaryen, Williams, Sansa, Arya, Stark, Emilia, Watts, Lena, Cersei, Cersei, Jaime, Maisie, Rodgers, Daenerys}",set(),{Belfast}
234,Egypt justice Freedom day prisoner night,78 days 19:18:58.518526000,{Higgins},set(),{Egypt}
235,Football Juventus lose stripes new kit unveiled,78 days 19:18:52.518526000,set(),"{Walker, Sharks, Juventus, Manly, Football}",set()
236,Jenson Button fiancée Brittny Ward long dating Californian model expecting child,78 days 19:18:50.518526000,"{Julie, Ward, Jenson, Brittny, Bishop, Button}",set(),set()
237,Albania protests continue petrol bombs hurled prime minister office,78 days 19:17:33.518526000,set(),set(),{Albania}
238,Power UK Dependability Study Brings Peugeot BMW Dead,78 days 19:16:58.518526000,"{Situational, Theroux, Ferrari, Ramsay, Paul, Louis, Tributo}","{Centre, Ramsay}",set()
239,White House expects retaliation China tariffs,78 days 19:16:58.518526000,set(),"{White, White, House, House}","{China, China}"
240,Berlin airlift Ceremony mark anniversary pictures,78 days 19:16:28.518526000,set(),set(),{Berlin}
241,Canada Jennifer Jones Kevin Koe win curling World Cup Grand Final,78 days 19:16:18.518526000,"{Kevin, Kevin, Jones, Jones, Jennifer, Jennifer}",set(),{Canada}
242,Video Mataf Getting Cleaned Peak Hour Shows Hard Work Goes Cleaning Haram,78 days 19:16:14.518526000,"{Alexa, Amazon}",set(),set()
243,Harry Sayers heads Hong Kong allure time rugby,78 days 19:16:04.518526000,"{Harry, Spall, OAP, Timothy, Poon, Raymond, Sayers}","{Artist, Group, International}","{Hong, Kong, Hong, Kong}"
244,Cops peg Disney World grandma menace society arrest CBD oil,78 days 19:15:58.518526000,"{Larry, Elder, Edgars, Trump, Obama}",set(),"{Lam, Hong, Kong}"
245,Volunteer police constable catches old suspect foot chase gardens,78 days 19:15:27.518526000,set(),set(),{Saskatchewan}
246,Sweet video game helps cut sugar lose weight,78 days 19:12:33.518526000,set(),set(),set()
247,Tarentum Tika Hemingway wins Golden Gloves national championship ring return,78 days 19:12:23.518526000,"{Hemingway, Tika, Kayserispor, Tarentum, Serena}",set(),{Rome}
248,Lawmaker Takeshi Shina quit DPP merged Liberal Party,78 days 19:11:59.518526000,"{Takeshi, Comey, Shina, Mueller, Rosenstein, Rod}","{Party, Liberal}",set()
249,Holyrood express definitive view Scotland future David Mundell insists,78 days 19:11:59.518526000,"{David, Mundell, Gordon, Brown, Holyrood}",set(),"{UK, Scotland}"
250,Race race guide tips Kembla Grange Tuesday,78 days 19:11:58.518526000,{Taree},"{Grange, Kembla}",set()
251,wait goes Elusive England league title evades Liverpool Man City triumphs,78 days 19:11:58.518526000,set(),set(),set()
252,Police investigate second wilful fireraising incident Paisley,78 days 19:11:57.518526000,"{Welsh, Bradley, Holden, Amanda, Paisley}",set(),set()
253,Windermere hailed jewel Lake District dazzles visitors stunning views jam packed family fun activities,78 days 19:10:44.518526000,set(),set(),"{District, Lake, Windermere, Friends, Pro, Capital, GT}"
254,List Premier League champions,78 days 19:10:08.518526000,{Shearer},set(),set()
255,Virgil Abloh Gifts Benji B Honey Dijon Custom Pioneer DJ Gear,78 days 19:09:58.518526000,"{Virgil, Dijon, B, Honey, Abloh, Benji}",set(),set()
256,Red Sox beat Mariners,78 days 19:09:30.518526000,set(),"{Mariners, Sox, Red}",{Brighton}
257,Police tighten security San Fernando eve election day,78 days 19:09:23.518526000,{SK},set(),"{Fernando, San}"
258,Thaksin Shinawatra buy Crystal Palace,78 days 19:09:08.518526000,"{Flanagan, Avoids}",set(),set()
259,Hotline newsletter Dick Tomey essential lasting contribution football,78 days 19:08:44.518526000,"{Tomey, Dick}",{Acadia},set()
260,Airline pilot charged killing Kentucky,78 days 19:08:28.518526000,set(),set(),{Kentucky}
261,Liverpool chairman Tom Werner excited title challenge,78 days 19:07:44.518526000,"{Fleetwood, Werner, Tommy, Tom}","{Magnolia, Game, San, Miguel}",set()
262,GOLDSTEIN Trudeau elected abuse power comes,78 days 19:07:40.518526000,"{Trudeau, Holyrood, McConnell, GOLDSTEIN}",set(),set()
263,Liverpool player ratings vs Wolves Mane double Alisson superb title slips away,78 days 19:07:37.518526000,set(),"{Liverpool, NRL}",set()
264,NUCLEAR NORTH Canadian defection kicked Cold War,78 days 19:07:34.518526000,set(),set(),{Iran}
265,Government accused contempt testing continues,78 days 19:07:21.518526000,set(),set(),set()
266,shave groom male facial hair,78 days 19:06:58.518526000,set(),set(),set()
267,Dear President Cyril Ramaphosa revisit pay differentials,78 days 19:06:57.518526000,"{Cyril, Wasps, Ramaphosa}",set(),set()
268,Specsavers customer believe eyes cost eye drops,78 days 19:06:16.518526000,set(),set(),set()
269,winning ticket Saturday night M Lotto jackpot,78 days 19:06:14.518526000,set(),set(),set()
270,Like mother like daughter celebrity mothers children,78 days 19:05:44.518526000,set(),set(),set()
271,Manchester City greatest Pep boys Fergie Jose Mourinho Arsene Wenger shade threat European ban puts asterisk,78 days 19:05:15.518526000,"{Monaco, Lacazette, Porto, Arsenal, Arsenal, Ozil, Mesut, Mario, Joao, Ham, Fergie, West, Everton}","{Inter, Milan}",{Barcelona}
272,Tui customer furious mouldy star Menorca hotel served raw chicken dinner holiday,78 days 19:05:04.518526000,"{Daley, Tom, Menorca, Tui}",set(),set()
273,Brighton vs Man City LIVE Team news CONFIRMED Sergio Aguero latest Premier League table,78 days 19:04:58.518526000,"{Aguero, Sergio}","{Brighton, Chelsea, Team, Newcastle, League, Ham, Premier, West, Team, LIVE, City, Man}",set()
274,Liverpool vs Wolves LIVE Team news CONFIRMED Mohamed Salah latest Premier League table,78 days 19:04:58.518526000,"{Salah, Liverpool, Mohamed}","{Wolves, Team, Liverpool, LIVE}","{City, Manchester}"
275,Left wing opposition DSP candidate withdraws Istanbul mayoral race rerun,78 days 19:04:49.518526000,set(),"{Istanbul, PNP, Istanbul, DSP, DSP, Central, Luzon}",set()
276,Swarms drones controlled AI monitor Europe borders illegal activity,78 days 19:04:23.518526000,set(),set(),{Pakistan}
277,SNAPSHOTS Canes Williams ate poop sandwich Game loss,78 days 19:04:12.518526000,"{Williams, Williams}",set(),"{Genting, Highlands}"
278,BONOKOSKI Margaret Trudeau Chicago debut Certain Woman Age,78 days 19:03:35.518526000,set(),{BONOKOSKI},{Chicago}
279,Glenwood Springs debate vacation rentals seeks closure,78 days 19:03:29.518526000,set(),"{Springs, Glenwood, BRAUN, Valley, Silicon}",set()
280,UIL state girls golf results Dallas area teams athletes fared Day,78 days 19:03:28.518526000,set(),"{Dream, Team}",{Dallas}
281,Meghan Markle celebrates Mother Day baby Archie Doria Ragland,78 days 19:03:04.518526000,"{Le, Steve, Marine, Bannon, Ragland, Doria, Belushi, Jim, Archie, Markle, Meghan, Pen}",set(),set()
282,CRIME HUNTER agony missing child,78 days 19:02:58.518526000,set(),set(),set()
283,Dad loses use legs contracting holiday hell,78 days 19:01:59.518526000,"{Jodie, Superheroines, Comer}",set(),set()
284,Dog Avoid Snake Bites Bitten,78 days 19:01:57.518526000,"{Wicklow, Heartbroken}",set(),set()
285,Martian moon pictures captured time resembling candies,78 days 19:01:57.518526000,"{Apollo, Moon}",{NASA},set()
286,Baseball WW South Ryan Keeley Tommy John Surgery finally turns dominating outing,78 days 19:01:49.518526000,"{Keeley, South, Ryan}","{WW, Baseball}",set()
287,Giant Squid Found Washed Beach Cause Death Shrouded Mystery,78 days 19:01:48.518526000,"{Tuk, Tuk}",set(),set()
288,Microsoft cloud grew year Leaders employees tech companies weigh topple Amazon cloud reign,78 days 19:01:37.518526000,"{Ahrendts, Angela}","{Microsoft, Amazon}",set()
289,Joseph Sabino Mistick Mother Day home border,78 days 19:01:15.518526000,"{Joseph, Steve, Sabino, Komphela}",set(),set()
290,Ask Carolyn Hax miffed outsider invited family reunion,78 days 19:00:26.518526000,"{Carolyn, Hax}",set(),set()
291,POWr outfit site set growth tools,78 days 19:00:25.518526000,set(),set(),set()
292,year sky rail turned suburbs ghettos,78 days 19:00:21.518526000,set(),set(),set()
293,Man Utd anger fans message Romelu Lukaku Cardiff defeat,78 days 18:59:44.518526000,"{Sessegnon, Ryan}","{Fulham, Rangers, Utd, Arfield, Man, Scott, Lukaku, Romelu}",set()
